Brand Name,URL,Price,Rating
"Samsung Galaxy S10 (Prism Blue, 128 GB)",/samsung-galaxy-s10-prism-blue-128-gb/p/itmfdyp6pajfhsvf?pid=MOBFDNHAYZYR5VXE&lid=LSTMOBFDNHAYZYR5VXEY81WFW&marketplace=FLIPKART&srno=s_4_75&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFDNHAYZYR5VXE.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹58,800",4.6
"Samsung Galaxy A71 (Prism Crush Blue, 128 GB)",/samsung-galaxy-a71-prism-crush-blue-128-gb/p/itmb035e59d58202?pid=MOBFZ4AJJSWKTTAU&lid=LSTMOBFZ4AJJSWKTTAU4NYSSB&marketplace=FLIPKART&srno=s_4_76&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFZ4AJJSWKTTAU.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹29,899",4.6
"Samsung Galaxy S8 Plus (Coral Blue, 64 GB)",/samsung-galaxy-s8-plus-coral-blue-64-gb/p/itmethrykawm5u68?pid=MOBESYV77M4Q7AUH&lid=LSTMOBESYV77M4Q7AUHAPV3RR&marketplace=FLIPKART&srno=s_4_77&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBESYV77M4Q7AUH.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹53,990",4.6
"Samsung Galaxy S20 (Cloud Pink, 128 GB)",/samsung-galaxy-s20-cloud-pink-128-gb/p/itm8e467fc585444?pid=MOBFZXZ2N3QFFFNZ&lid=LSTMOBFZXZ2N3QFFFNZFEC7TN&marketplace=FLIPKART&srno=s_4_78&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFZXZ2N3QFFFNZ.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹70,599",4.1
Samsung Guru 1200,/samsung-guru-1200/p/itmeb6w98vmhffjy?pid=MOBDA2CFCQ6CFHTZ&lid=LSTMOBDA2CFCQ6CFHTZTQG2I7&marketplace=FLIPKART&srno=s_4_79&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBDA2CFCQ6CFHTZ.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹1,100",4.3
Samsung Guru 1200,/samsung-guru-1200/p/itmf54p4s6zyzstn?pid=MOBF54P4WHZ6PX6G&lid=LSTMOBF54P4WHZ6PX6GWO9WUG&marketplace=FLIPKART&srno=s_4_80&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBF54P4WHZ6PX6G.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹1,100",4.3
"Samsung Galaxy S9 Plus (Coral Blue, 64 GB)",/samsung-galaxy-s9-plus-coral-blue-64-gb/p/itmf33a6qhrkyth3?pid=MOBF2VWVHDAZRQGH&lid=LSTMOBF2VWVHDAZRQGHCF6TXA&marketplace=FLIPKART&srno=s_4_81&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBF2VWVHDAZRQGH.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹31,699",4.5
"Samsung Galaxy A20 (Gold, 32 GB)",/samsung-galaxy-a20-gold-32-gb/p/itmfhhqg5mxczxc9?pid=MOBFHCRGDFASPZRA&lid=LSTMOBFHCRGDFASPZRATM86NR&marketplace=FLIPKART&srno=s_4_82&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFHCRGDFASPZRA.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹11,099",4.3
"Samsung Galaxy J6 (Blue, 64 GB)",/samsung-galaxy-j6-blue-64-gb/p/itmf5bkhbshehpg9?pid=MOBF5BKHVHFGWYHB&lid=LSTMOBF5BKHVHFGWYHBEIO1EB&marketplace=FLIPKART&srno=s_4_83&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBF5BKHVHFGWYHB.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹9,999",4.5
Samsung Guru Music 2,/samsung-guru-music-2/p/itmdz9am8xehucbx?pid=MOBDZ9AMJ472Y9MW&lid=LSTMOBDZ9AMJ472Y9MWCSVTNF&marketplace=FLIPKART&srno=s_4_84&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBDZ9AMJ472Y9MW.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹1,625",4.3
"Samsung Galaxy A6 (Gold, 64 GB)",/samsung-galaxy-a6-gold-64-gb/p/itmf7f65k4kysmdh?pid=MOBF7F65G8YHXQQZ&lid=LSTMOBF7F65G8YHXQQZ0WBDHJ&marketplace=FLIPKART&srno=s_4_85&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBF7F65G8YHXQQZ.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹17,999",4.4
"Samsung Galaxy S8 Plus (Orchid Grey, 64 GB)",/samsung-galaxy-s8-plus-orchid-grey-64-gb/p/itmeveqzfgabaqeg?pid=MOBEVEQZCWYYYGNT&lid=LSTMOBEVEQZCWYYYGNT5ZWPMO&marketplace=FLIPKART&srno=s_4_86&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBEVEQZCWYYYGNT.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹53,990",4.6
Samsung Guru Music 2,/samsung-guru-music-2/p/itmf54p4q2z3kudy?pid=MOBF54P4G66ZBJ9K&lid=LSTMOBF54P4G66ZBJ9KOVOGXA&marketplace=FLIPKART&srno=s_4_87&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBF54P4G66ZBJ9K.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹1,450",4.3
"Samsung Galaxy On Nxt (Gold, 16 GB)",/samsung-galaxy-nxt-gold-16-gb/p/itmfyzypspqhmpgj?pid=MOBFYZYPBW7BYS89&lid=LSTMOBFYZYPBW7BYS89OSSVTN&marketplace=FLIPKART&srno=s_4_88&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFYZYPBW7BYS89.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹9,499",4.3
Samsung Metro 313 Dual Sim,/samsung-metro-313-dual-sim/p/itmeugbhqspvrmua?pid=MOBEUGBKUHTFERGW&lid=LSTMOBEUGBKUHTFERGWOVWMXX&marketplace=FLIPKART&srno=s_4_89&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBEUGBKUHTFERGW.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹2,025",4.2
"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",/samsung-galaxy-a71-prism-crush-black-128-gb/p/itm12db4ef8769d6?pid=MOBFZ4AJ2FZGJKCF&lid=LSTMOBFZ4AJ2FZGJKCFRSPJUY&marketplace=FLIPKART&srno=s_4_90&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFZ4AJ2FZGJKCF.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹29,899",4.6
"Samsung Galaxy S9 (Midnight Black, 256 GB)",/samsung-galaxy-s9-midnight-black-256-gb/p/itmf33a6nf2ucghy?pid=MOBF2VWVCCGVAJP7&lid=LSTMOBF2VWVCCGVAJP7ENPEPQ&marketplace=FLIPKART&srno=s_4_91&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBF2VWVCCGVAJP7.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹65,900",4.4
"Samsung Galaxy J7 Nxt (Gold, 16 GB)",/samsung-galaxy-j7-nxt-gold-16-gb/p/itmevyzyk4v5hayp?pid=MOBEVYZYZUZFUHSJ&lid=LSTMOBEVYZYZUZFUHSJZVTFDZ&marketplace=FLIPKART&srno=s_4_92&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBEVYZYZUZFUHSJ.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹10,990",4.4
Samsung Guru Music 2,/samsung-guru-music-2/p/itme9zfpajsaffyj?pid=MOBE9NT8G2QRT2Z4&lid=LSTMOBE9NT8G2QRT2Z4KSJS1A&marketplace=FLIPKART&srno=s_4_93&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBE9NT8G2QRT2Z4.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹1,600",4.3
"Samsung Galaxy S10 (Prism White, 128 GB)",/samsung-galaxy-s10-prism-white-128-gb/p/itmfdyp64j3hsfzy?pid=MOBFDNHABB3V23FY&lid=LSTMOBFDNHABB3V23FY5A4B5J&marketplace=FLIPKART&srno=s_4_94&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFDNHABB3V23FY.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹66,999",4.6
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",/samsung-galaxy-note-10-plus-aura-glow-256-gb/p/itm89ffb43fc7a18?pid=MOBFJFWVVMDNSFCF&lid=LSTMOBFJFWVVMDNSFCFUCSPAP&marketplace=FLIPKART&srno=s_4_95&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBFJFWVVMDNSFCF.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹84,299",4.6
Samsung Guru FM Plus,/samsung-guru-fm-plus/p/itme9gyzeqnyzdux?pid=MOBE9GYZRG4XPSAB&lid=LSTMOBE9GYZRG4XPSABV6OVZM&marketplace=FLIPKART&srno=s_4_96&otracker=search&fm=organic&iid=bf0eba86-d024-4457-9aed-253071f7cbdb.MOBE9GYZRG4XPSAB.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹1,450",4.2
"Samsung Galaxy J4 (Black, 16 GB)",/samsung-galaxy-j4-black-16-gb/p/itmf5scxzypakdz5?pid=MOBF5PZHGU4MWFEV&lid=LSTMOBF5PZHGU4MWFEVBNCRJY&marketplace=FLIPKART&srno=s_5_97&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF5PZHGU4MWFEV.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹8,799",4.3
"Samsung Galaxy J6 (Black, 64 GB)",/samsung-galaxy-j6-black-64-gb/p/itmf5bkh5snxdanh?pid=MOBF5BKHAK33A75F&lid=LSTMOBF5BKHAK33A75F9BQD76&marketplace=FLIPKART&srno=s_5_98&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF5BKHAK33A75F.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹14,990",4.5
"Samsung Galaxy A70s (Prism Crush White, 128 GB)",/samsung-galaxy-a70s-prism-crush-white-128-gb/p/itmab708ad714abe?pid=MOBFKKGRXCY5ENB6&lid=LSTMOBFKKGRXCY5ENB674YTCM&marketplace=FLIPKART&srno=s_5_99&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFKKGRXCY5ENB6.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹28,400",4.2
"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",/samsung-galaxy-a50s-prism-crush-black-128-gb/p/itm0616f62190d50?pid=MOBFK4RES2FYEHGP&lid=LSTMOBFK4RES2FYEHGPEAH8AQ&marketplace=FLIPKART&srno=s_5_100&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFK4RES2FYEHGP.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹25,500",4.3
"Samsung Galaxy Note 8 (Midnight Black, 64 GB)",/samsung-galaxy-note-8-midnight-black-64-gb/p/itmfaa8wy9xzp4m7?pid=MOBFY4NYWWE9ZFFN&lid=LSTMOBFY4NYWWE9ZFFNWFVFTP&marketplace=FLIPKART&srno=s_5_101&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFY4NYWWE9ZFFN.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹59,900",4.6
"Samsung Galaxy J6 (Blue, 32 GB)",/samsung-galaxy-j6-blue-32-gb/p/itmf5bkhm5zpvcq3?pid=MOBF5BKHYMMYEWN8&lid=LSTMOBF5BKHYMMYEWN8U2STHS&marketplace=FLIPKART&srno=s_5_102&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF5BKHYMMYEWN8.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹10,499",4.4
"Samsung Galaxy Note 10 (Aura Black, 256 GB)",/samsung-galaxy-note-10-aura-black-256-gb/p/itm74a056d8d060e?pid=MOBFJFWVQM52KMCG&lid=LSTMOBFJFWVQM52KMCGYTKWOS&marketplace=FLIPKART&srno=s_5_103&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFJFWVQM52KMCG.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹73,799",4.5
"Samsung Galaxy J7 Prime (Gold, 32 GB)",/samsung-galaxy-j7-prime-gold-32-gb/p/itmeswzmrpy4gttt?pid=MOBESWZM2Z8GBCHF&lid=LSTMOBESWZM2Z8GBCHFK9ICGM&marketplace=FLIPKART&srno=s_5_104&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBESWZM2Z8GBCHF.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹15,995",4.2
"Samsung Galaxy A80 (Phantom Black, 128 GB)",/samsung-galaxy-a80-phantom-black-128-gb/p/itmfghz3gneezbyh?pid=MOBFGHZ2CHC2SYSA&lid=LSTMOBFGHZ2CHC2SYSA3ZNXFG&marketplace=FLIPKART&srno=s_5_105&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFGHZ2CHC2SYSA.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹42,199",4.1
"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",/samsung-galaxy-a50s-prism-crush-violet-128-gb/p/itm810d48b42df10?pid=MOBFK4REY6GGXSAY&lid=LSTMOBFK4REY6GGXSAY9CL7VM&marketplace=FLIPKART&srno=s_5_106&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFK4REY6GGXSAY.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹26,952",4.3
"Samsung Galaxy A7 (Gold, 64 GB)",/samsung-galaxy-a7-gold-64-gb/p/itmf9bt87dxpaezn?pid=MOBF9BT83EFMX6P7&lid=LSTMOBF9BT83EFMX6P7CSBOUO&marketplace=FLIPKART&srno=s_5_107&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF9BT83EFMX6P7.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹19,999",4.4
"Samsung Galaxy S10 Plus (Ceramic White, 1 TB)",/samsung-galaxy-s10-plus-ceramic-white-1-tb/p/itmfdyp6yc3fu2fg?pid=MOBFDNMZC29CBUPF&lid=LSTMOBFDNMZC29CBUPFT0HVQQ&marketplace=FLIPKART&srno=s_5_108&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFDNMZC29CBUPF.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹1,17,990",4.5
"Samsung Galaxy A6+ (Black, 64 GB)",/samsung-galaxy-a6-black-64-gb/p/itmf7f65r4jtsguf?pid=MOBF7F6523G2JHYZ&lid=LSTMOBF7F6523G2JHYZ6OANRE&marketplace=FLIPKART&srno=s_5_109&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF7F6523G2JHYZ.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹21,990",4.4
"Samsung Galaxy J4 (Blue, 32 GB)",/samsung-galaxy-j4-blue-32-gb/p/itmf64a4tpzecxus?pid=MOBF649RJHMTCNRV&lid=LSTMOBF649RJHMTCNRV96P1LI&marketplace=FLIPKART&srno=s_5_110&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF649RJHMTCNRV.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹9,999",4.2
"Samsung Galaxy J2 2018 (Gold, 16 GB)",/samsung-galaxy-j2-2018-gold-16-gb/p/itmf5yh2sbgf3h8n?pid=MOBF47DRKFBAYVFX&lid=LSTMOBF47DRKFBAYVFXV29RHA&marketplace=FLIPKART&srno=s_5_111&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF47DRKFBAYVFX.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹7,499",4.3
"Samsung Galaxy S10 (Prism Black, 128 GB)",/samsung-galaxy-s10-prism-black-128-gb/p/itmfdyp6fjtxf4hv?pid=MOBFDNHAXFKU9MHA&lid=LSTMOBFDNHAXFKU9MHA7MSSSQ&marketplace=FLIPKART&srno=s_5_112&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFDNHAXFKU9MHA.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹55,200",4.6
"Samsung Galaxy J6 (Gold, 32 GB)",/samsung-galaxy-j6-gold-32-gb/p/itmf5bkhzp38kfjx?pid=MOBF5BKHX5GKHFW6&lid=LSTMOBF5BKHX5GKHFW6PF0JJI&marketplace=FLIPKART&srno=s_5_113&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBF5BKHX5GKHFW6.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹10,499",4.4
"Samsung Galaxy J7 Nxt (Black, 32 GB)",/samsung-galaxy-j7-nxt-black-32-gb/p/itmfytd7qrkxusnu?pid=MOBFYTD7ZMWAWRFW&lid=LSTMOBFYTD7ZMWAWRFWHM3GDI&marketplace=FLIPKART&srno=s_5_114&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFYTD7ZMWAWRFW.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹14,995",4.3
"Samsung Galaxy S8 Plus (Midnight Black, 128 GB)",/samsung-galaxy-s8-plus-midnight-black-128-gb/p/itmeuggehq2umb7u?pid=MOBEUGGE2DGK6EJH&lid=LSTMOBEUGGE2DGK6EJHBT9Q1D&marketplace=FLIPKART&srno=s_5_115&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBEUGGE2DGK6EJH.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹65,990",4.6
"Samsung Galaxy J7 Pro (Black, 64 GB)",/samsung-galaxy-j7-pro-black-64-gb/p/itmevyzygt4msfxh?pid=MOBEVYZYBZZ7HKSP&lid=LSTMOBEVYZYBZZ7HKSPDK4SF5&marketplace=FLIPKART&srno=s_5_116&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBEVYZYBZZ7HKSP.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹20,995",4.4
"Samsung Galaxy S10 (Prism White, 512 GB)",/samsung-galaxy-s10-prism-white-512-gb/p/itmfdyp6ydvhczvg?pid=MOBFDNHARGTYX5YG&lid=LSTMOBFDNHARGTYX5YG5M7SNE&marketplace=FLIPKART&srno=s_5_117&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBFDNHARGTYX5YG.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹52,900",4.6
"Samsung Galaxy J7 Pro (Gold, 64 GB)",/samsung-galaxy-j7-pro-gold-64-gb/p/itmevyzytyjbsxsf?pid=MOBEVYZYZBMAHKEV&lid=LSTMOBEVYZYZBMAHKEVDQMM3L&marketplace=FLIPKART&srno=s_5_118&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBEVYZYZBMAHKEV.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹16,900",4.4
Samsung Metro 350,/samsung-metro-350/p/itmeay8wzywhzjea?pid=MOBEAY8WECDRUMZV&lid=LSTMOBEAY8WECDRUMZVG88KOL&marketplace=FLIPKART&srno=s_5_119&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBEAY8WECDRUMZV.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹3,007",4.1
Samsung Metro 313,/samsung-metro-313/p/itme93j4frqta6hh?pid=MOBE93J4SVDPGWYM&lid=LSTMOBE93J4SVDPGWYMYSZRZ2&marketplace=FLIPKART&srno=s_5_120&otracker=search&fm=organic&iid=d0e483d9-f915-4fdc-810d-6d37a6a6be86.MOBE93J4SVDPGWYM.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹2,050",4.1
"Samsung Galaxy J7 Duo (Gold, 32 GB)",/samsung-galaxy-j7-duo-gold-32-gb/p/itmf47drzyrf4mrr?pid=MOBF47DRCVEP9HMF&lid=LSTMOBF47DRCVEP9HMFRUQ3KS&marketplace=FLIPKART&srno=s_6_121&otracker=search&fm=organic&iid=628a8e41-d6ca-4232-b150-adeef4634288.MOBF47DRCVEP9HMF.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹17,889",4.3
"Samsung Galaxy J7 Duo (Black, 32 GB)",/samsung-galaxy-j7-duo-black-32-gb/p/itmf4gggjggpygry?pid=MOBF47DRA4RG4R2R&lid=LSTMOBF47DRA4RG4R2RAYFO6S&marketplace=FLIPKART&srno=s_6_122&otracker=search&fm=organic&iid=628a8e41-d6ca-4232-b150-adeef4634288.MOBF47DRA4RG4R2R.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹17,962",4.3
"Samsung Galaxy A6+ (Gold, 64 GB)",/samsung-galaxy-a6-gold-64-gb/p/itmf7f65czbmn4gg?pid=MOBF7F65MUBJGCSH&lid=LSTMOBF7F65MUBJGCSHODBYKK&marketplace=FLIPKART&srno=s_6_123&otracker=search&fm=organic&iid=628a8e41-d6ca-4232-b150-adeef4634288.MOBF7F65MUBJGCSH.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹21,990",4.4
Samsung Metro 350,/samsung-metro-350/p/itmeam8szgwzpryq?pid=MOBEAM8S7JVHTT72&lid=LSTMOBEAM8S7JVHTT72VWBMV3&marketplace=FLIPKART&srno=s_6_124&otracker=search&fm=organic&iid=628a8e41-d6ca-4232-b150-adeef4634288.MOBEAM8S7JVHTT72.SEARCH&ppt=sp&ppn=sp&ssid=xja60bp7bk0000001586149780980&qH=3910b1e0ccab19bc,"₹3,013",4.1
